locus,start,end
b4157,4385393,4385707
b0495,519733,520419
b0583,609459,610079
b3174,3322072,3322158
b4151,4379007,4379366
b2432,2550641,2551216
b0596,628551,629297
b4266,4492587,4493351
b4008,4209774,4209849
b1792,1876909,1877256
b3454,3592724,3593437
b0594,626070,627680
b2348,2466309,2466383
b4154,4380510,4382318
b1248,1306821,1307150
b0593,624885,626060
b2542,2672047,2673249
b1984,2058027,2058102
b0364,384059,384616
b0262,277756,278802
b0597,629300,629713
b1231,1287538,1287622
b0894,940959,943403
b3362,3491453,3491620
b3058,3204221,3204589
b1393,1457497,1458264
b4134,4362551,4362626
b3596,3768177,3768638
b0496,520416,522830
b0142,157253,157732
b4369,4606200,4606286
b0979,1039296,1040432
b1862,1946251,1946853
b3360,3490266,3490829
b4239,4463054,4464709
b0664,696430,696504
b3207,3348452,3349084
b4262,4487318,4488400
b3177,3324063,3324911
b2691,2817784,2817860
b1465,1535937,1536617
b2325,2443891,2444169
b2153,2242984,2243652
b3565,3729443,3730765
b0749,781577,781652
b1724,1807400,1807690
b1812,1894805,1896166
b3273,3423580,3423655
b0733,771458,773026
b1122,1181264,1181725
b4243,4470527,4470913
b1096,1153300,1154109
b4119,4341911,4343266
b2816,2947607,2947683
b0005,5234,5530
b4211,4433164,4434024
b1865,1948180,1948632
b3277,3427076,3427152
b2206,2300267,2302753
b4380,4615515,4617065
b3397,3525589,3526149
b3765,3948449,3949969
b2804,2938888,2939310
b0670,696865,696939
b3675,3855608,3855970
b3358,3486791,3488893
b4175,4403300,4404304
b0203,225500,225575
b1224,1279864,1283607
b3100,3250077,3250376
b3351,3480607,3481161
b3032,3176006,3176833
b0347,368611,370275
b0746,781068,781143
b2229,2334336,2334959
b3141,3286270,3287025
b4174,4402038,4403297
b1032,1097565,1097652
b4072,4289808,4290479
b1604,1678427,1679371
b3080,3228888,3231239
b1139,1198695,1199588
b1390,1455164,1455910
b0745,780843,780918
b0919,971752,972645
b2871,3007510,3008706
b0862,901534,902250
b0628,659251,660216
b4165,4392583,4392658
b4153,4379783,4380517
b1273,1330417,1330668
b2690,2816937,2817503
b0630,661637,662278
b0269,283201,285168
b3760,3946872,3946948
b2144,2232878,2233597
b2251,2364554,2364979
b3960,4156850,4158223
b4386,4623101,4624117
b2402,2521051,2521126
b0997,1059256,1061802
b1929,2008277,2009482
b2247,2360209,2361414
b2209,2303905,2304393
b3137,3283143,3284003
b1975,2043468,2043557
b2998,3146450,3146737
b2245,2358042,2358845
b3172,3318637,3319980
b4355,4591657,4593312
b1909,1991815,1991901
b0895,943414,944031
b1904,1988222,1988545
b2146,2234033,2235271
b1885,1969383,1970984
b3583,3750086,3750781
b4163,4392360,4392435
b1583,1655808,1656149
b2086,2168712,2169611
b3958,4155001,4156005
b0742,779598,780389
b1977,2044549,2044624
b0978,1037740,1039284
b0716,747921,748982
b1524,1612325,1613251
b4244,4470986,4471447
b3881,4071773,4072651
b2401,2520931,2521006
b0850,890913,891200
b1501,1584207,1586486
b0861,900866,901534
b3204,3346578,3347069
b3799,3982735,3982811
b1467,1537309,1538853
b4048,4260599,4261306
b1412,1482255,1482860
b1887,1972836,1973339
b1617,1694260,1696071
b4368,4606079,4606165
b1251,1310569,1310865
b1408,1477621,1478226
b3957,4153696,4154847
b1045,1105820,1106353
b2590,2729369,2729444
b0734,773042,774181
b4038,4250703,4252283
b1396,1460471,1460893
b0773,807433,807909
b4478,3871850,3872998
b3796,3982375,3982451
b3696,3875438,3876094
b1378,1437260,1440784
b4254,4477307,4478311
b0232,252005,252298
b2652,2785762,2785837
b1591,1664506,1665120
b3820,4004230,4004697
b1134,1193827,1194288
b1886,1971030,1972691
b4474,3502340,3503170
b3977,4175472,4175556
b2928,3073976,3074689
b1059,1119468,1120586
b0860,899844,900575
b4566,4533796,4534053
b2967,3110366,3110441
b1225,1283604,1285142
b4222,4447894,4448235
b1033,1097886,1098824
b1622,1700957,1702129
b2095,2175059,2176321
b4370,4606315,4606401
b3382,3511060,3511422
b0872,911182,912150
b2818,2949242,2950573
b3866,4051347,4051856
b3969,4168372,4168447
b4152,4379377,4379772
b3099,3249683,3250087
b0837,878742,879857
b3806,3991153,3993699
b1387,1451597,1453642
b0536,564723,564799
b2876,3014287,3015057
b0825,863642,864304
b0864,903006,903734
b0545,570893,571444
b0244,262871,262946
b0896,944033,944896
b2506,2630326,2630865
b0581,606265,607383
b1421,1492470,1494110
b3575,3742733,3743731
b3171,3318213,3318289
b2070,2149039,2150985
b0485,511641,512573
b0273,289301,290305
b4662,77388,77519
b0202,225381,225457
b3933,4122380,4123339
b1762,1843831,1844871
b0901,949668,950258
b0101,111649,111846
b3719,3899408,3900577
b0665,696542,696616
b3034,3177281,3177910
b3959,4156013,4156789
b1304,1368079,1368747
b2397,2518156,2518231
b3462,3601028,3602086
b0983,1044664,1045803
b2468,2583546,2585525
b3895,4086016,4086849
b0394,410144,411052
b3224,3371084,3372574
b0660,692338,693378
b0123,137083,138633
b0785,819295,819747
b0677,701603,702751
b4520,1218983,1219201
b4487,4313868,4314197
b3614,3788101,3789060
b0781,817044,818033
b2800,2933041,2933688
b3225,3372683,3373576
b4515,774196,774309
b3589,3756676,3757827
b0827,865129,866364
b0678,702811,703611
b0924,976326,980786
b0163,183709,184095
b1103,1161885,1162244
b2877,3015160,3015738
b3721,3902289,3903701
b3729,3911839,3913668
b0107,115714,117099
b2210,2305108,2306754
b0783,818570,819055
b3222,3369475,3370350
b0956,1018485,1018937
b3946,4139046,4139708
b0782,818055,818567
b1199,1249125,1249757
b3176,3322733,3324070
b3999,4199504,4200094
b3885,4075553,4076152
b0826,864380,865129
b0679,703944,705890
b3613,3786838,3788097
b3663,3841950,3842402
b1461,1533052,1533285
b0763,795089,795862
b4323,4552901,4554361
b0149,164730,167264
b3253,3403484,3404458
b3718,3898671,3899393
b3857,4041415,4041999
b3223,3370347,3371036
b3388,3516020,3517306
b1908,1990954,1991619
b3665,3843964,3845730
b0784,819048,819293
b3553,3717310,3718284
b2621,2755593,2755955
b4206,4428079,4428717
b0046,47246,47776
b0386,404835,405644
b0009,9306,9893
b0611,644197,645003
b1174,1224279,1224545
b3283,3431420,3431962
b1087,1146011,1146595
b0765,796554,797612
b2010,2081381,2082547
b3929,4118845,4119330
b3086,3236540,3237232
b3248,3397785,3398378
b0243,261503,262756
b4146,4374629,4375657
b3164,3309033,3311168
b0632,662752,663963
b2777,2904747,2905418
b2147,2235265,2236500
b4155,4382643,4383620
b0334,351215,352666
b4162,4391604,4392149
b2419,2537342,2537716
b0897,944931,945557
b0242,260388,261491
b0103,112599,113219
b2830,2968447,2968977
b3150,3296409,3296984
b1970,2038956,2039369
b0452,474301,475161
b0134,148807,149601
b2341,2457015,2459159
b2782,2910756,2911091
b1689,1770615,1770971
b3918,4109930,4110685
b3258,3407607,3409058
b4445,2976304,2976385
b2412,2530247,2531233
b1409,1478226,1479122
b0425,443604,444515
b1694,1775587,1777182
b0183,204493,205089
b0917,970673,970855
b0133,147944,148795
b4532,1509286,1509462
b3129,3277002,3277337
b0579,605518,605886
b3974,4174076,4175026
b2222,2324109,2324759
b2567,2703383,2704063
b4703,4332116,4332205
b0653,685255,685929
b3639,3812731,3813951
b4225,4448692,4449042
b0093,103155,103985
b2238,2349687,2349893
b0131,146314,146694
b0443,464402,464800
b4255,4478473,4478889
b4403,4640942,4641628
b0652,684530,685255
b3634,3809825,3810304
b3130,3277337,3277801
b2910,3055612,3055941
b2118,2200279,2203911
b3022,3168248,3168544
b0335,352706,354592
b4179,4406654,4409095
b3896,4087002,4088057
b0654,685929,686669
b3083,3234141,3234455
b3643,3815863,3816549
b0094,103982,105244
b1537,1624773,1625291
b0331,348682,349572
b4408,2924156,2924524
b4397,4635521,4635994
b0928,984519,985709
b0233,252301,252699
b1084,1141182,1144367
b0102,111856,112599
b1258,1315270,1315770
b1813,1896170,1896748
b3845,4027609,4028772
b3780,3964365,3965630
b4181,4410133,4410534
b3006,3151250,3151984
b0052,52427,53416
b4347,4579499,4579840
b3641,3814494,3815090
b3257,3407375,3407617
b2320,2436715,2437851
b2342,2459159,2460469
b1286,1346978,1348912
b3005,3150818,3151243
b2564,2700998,2701729
b4172,4400288,4400596
b0839,880727,881929
b2768,2894196,2894771
b4441,2691157,2691340
b0333,350012,351181
b4128,4352584,4352880
b4661,2452356,2455001
b1252,1311089,1311808
b4326,4556993,4557385
b2630,2765918,2766991
b2742,2867614,2868753
b1841,1924595,1924969
b4713,3648294,3648377
b4716,4106330,4106387
b3846,4028782,4030971
b1563,1645346,1645633
b1669,1748747,1749559
b4714,1413556,1413734
b0674,697513,699177
b3252,3401392,3403332
b4444,2976102,2976189
b1176,1225385,1226080
b1213,1266924,1267316
b1615,1691586,1692851
b1976,2043651,2044448
b0348,370277,371221
b4139,4366891,4368327
b0869,906852,908282
b4712,3648063,3648146
b3744,3927155,3928147
b1631,1710204,1710824
b1269,1326852,1327727
b2748,2872509,2872820
b0488,514401,514859
b1628,1706348,1706926
b0221,240859,243303
b2960,3102133,3102852
b4685,3307853,3307933
b2888,3031367,3032815
b1276,1335831,1338506
b0082,90094,91035
b3928,4118515,4118760
b0468,490882,491259
b1160,1211680,1212003
b1701,1782977,1784677
b3465,3604393,3604989
b3554,3718334,3719044
b2075,2155263,2158385
b2533,2663442,2664245
b2794,2925348,2926196
b0095,105305,106456
b4078,4296436,4297125
b3096,3248439,3248822
b2221,2323447,2324109
b0967,1028779,1029969
b3861,4044199,4045629
b1543,1631002,1632285
b4637,710639,710725
b3499,3645385,3646227
b0946,1005952,1006494
b0631,662379,662642
b1632,1710828,1711523
b3562,3726924,3727361
b2575,2712027,2712764
b3698,3877067,3877465
b0486,512576,513868
b3205,3347115,3347969
b3706,3886828,3888192
b0089,98403,99647
b0707,739001,739510
b1629,1706919,1709141
b0177,197928,200360
b2745,2870255,2871304
b4145,4373365,4374234
b1336,1400247,1401773
b3745,3928152,3929603
b0807,842332,843258
b3017,3161257,3162669
b3233,3380191,3380589
b1163,1214264,1215475
b3955,4148532,4150265
b1822,1906251,1907060
b2984,3132454,3133212
b4208,4429864,4431276
b0958,1020410,1020919
b2559,2697354,2697857
b3463,3602079,3602747
b2736,2861430,2862338
b4719,1996921,1997057
b1880,1965043,1966191
b1764,1846965,1848008
b2294,2412100,2412594
b3496,3640862,3642331
b1707,1791307,1792020
b4180,4409275,4410006
b3163,3308040,3308924
b1815,1898427,1900025
b1831,1914836,1915534
b4400,4638178,4639530
b2474,2593844,2595859
b1648,1725681,1725920
b3603,3777399,3779054
b1630,1709142,1710200
b0423,441549,442997
b3865,4050133,4050765
b1108,1165143,1165685
b1627,1705767,1706348
b2136,2225801,2226379
b2594,2735031,2736011
b0833,872979,875327
b1216,1270749,1271849
b0382,401386,401646
b3260,3410280,3411245
b3232,3378870,3379997
b0426,444683,445174
b0106,114522,115724
b0405,425011,426081
b4680,2496921,2496992
b4111,4330502,4332004
b3345,3475332,3475718
b0083,91032,91397
b2956,3098558,3099565
b3104,3252911,3253267
b1871,1953442,1954413
b3535,3695997,3696185
b2663,2794253,2795653
b0188,212331,213629
b1175,1224549,1225361
b4061,4275471,4277057
b0738,775849,776277
b4049,4261669,4262706
b4696,1592665,1598086
b3709,3890236,3891483
b2785,2913699,2915000
b2711,2833912,2835045
b0706,738092,738853
b2700,2823849,2824346
b2477,2597831,2598865
b0051,51609,52430
b3448,3586943,3587383
b3653,3827460,3828665
b2615,2750831,2751709
b3282,3430843,3431415
b4051,4263248,4264231
b0081,89634,90092
b0931,989154,990356
b0569,590941,593178
b1807,1890572,1891267
b4353,4588876,4589079
b2801,2934235,2935551
b0750,782085,783128
b0058,59687,60346
b1873,1957032,1958132
b4121,4344929,4345558
b1385,1447519,1449018
b0658,690906,691784
b2806,2940143,2941243
b3156,3300255,3300758
b2845,2985847,2987076
b0109,117752,118645
b1086,1144940,1145899
b1699,1781395,1782684
b2948,3092937,3093500
b1768,1851887,1852528
b3471,3609217,3609882
b3741,3923744,3925633
b2649,2783638,2784429
b1828,1910276,1911649
b2574,2710420,2712042
b2812,2945036,2945842
b2895,3039855,3040376
b2252,2365018,2365620
b0639,669931,670572
b2074,2154016,2155263
b1135,1194298,1194951
b1795,1879007,1879255
b1433,1504905,1506080
b1740,1822458,1823285
b2946,3091134,3091865
b2204,2298715,2299578
b1614,1689852,1691360
b0357,379606,379881
b2313,2430275,2430763
b4168,4395585,4396046
b1034,1098879,1099616
b0402,420986,422359
b2103,2183716,2184516
b3965,4162170,4163270
b3844,4026527,4027228
b0788,821542,822498
b4407,4192637,4192837
b4461,2748774,2750060
b2765,2892214,2892579
b0310,324696,325364
b3110,3256679,3258010
b3992,4192821,4193576
b0859,898518,899645
b2710,2832476,2833915
b4601,1671777,1671860
b0068,74497,75480
b3184,3331770,3332735
b3470,3608751,3608996
b0913,964320,966584
b4414,189712,189847
b4115,4335694,4337031
b2104,2184513,2185301
b0195,218887,219594
b1700,1782681,1782974
b3466,3604979,3605248
b0446,467412,468230
b1255,1312920,1313663
b3651,3824515,3825204
b4056,4270238,4270654
b4080,4299564,4301030
b0417,435634,436611
b4371,4606669,4607700
b2205,2299565,2300260
b3712,3893881,3894630
b3991,4191865,4192635
b2595,2736146,2736883
b2530,2660317,2661531
b3215,3362112,3362786
b3717,3898022,3898609
b3710,3891615,3892790
b3994,4194204,4196099
b0444,464852,465547
b2525,2656748,2657083
b3120,3267854,3268393
b0066,72229,72927
b4613,3647705,3647788
b3289,3435207,3436496
b4352,4587909,4588865
b3558,3721198,3722049
b0007,6529,7959
b1106,1163260,1164084
b1133,1192667,1193773
b1872,1954578,1957007
b4257,4479730,4480926
b0420,438315,440177
b4336,4565966,4567246
b1804,1886864,1887991
b4499,2197410,2200269
b3442,3581863,3583041
b1997,2069815,2070180
b3364,3492568,3493749
b3990,4190735,4191868
b4491,1219601,1222248
b4475,3555833,3556849
b1698,1780401,1781339
b3102,3251024,3252010
b3993,4193569,4194204
b2543,2673346,2673768
b2268,2381608,2382525
b4578,1503218,1503649
b2900,3043312,3043623
b0656,687997,689013
b2740,2865101,2866465
b0067,72911,74521
b1405,1470519,1474013
b2140,2229438,2230385
b3095,3247773,3248435
b2513,2638663,2639283
b2687,2814218,2814733
b0739,776342,777607
b0636,668248,668715
b2073,2152469,2153128
b1775,1858850,1860229
b1277,1338570,1339160
b4171,4399252,4400202
b1695,1777196,1778347
b1777,1861702,1861974
b3812,3997183,3997899
b1607,1681695,1682030
b3343,3474678,3474965
b4496,2034051,2035243
b1520,1608108,1609022
b3445,3583677,3584180
b1065,1124118,1125326
b1662,1742601,1743242
b2681,2808316,2809493
b1835,1920223,1921662
b3518,3667791,3669188
b0984,1045849,1047945
b0414,433455,434558
b2224,2326109,2327293
b0969,1030339,1030668
b0710,742827,743570
b1894,1978940,1979215
b3078,3226234,3227667
b3041,3183813,3184466
b3504,3653236,3653713
b3606,3781215,3781688
b3009,3153563,3154222
b0011,10643,11356
b0844,885316,886131
b4184,4411979,4412377
b3064,3209530,3210543
b4518,1068081,1068254
b0228,247637,248134
b3415,3546559,3547875
b0415,434647,435117
b3740,3923057,3923680
b0042,43188,44129
b4385,4621769,4623100
b0025,21407,22348
b3002,3148977,3149471
b3084,3234739,3235875
b1414,1487235,1488035
b2943,3088284,3089678
b0419,437161,438135
b1344,1411013,1411948
b0041,42403,43173
b2187,2284129,2284356
b3459,3597984,3598367
b3667,3847305,3848624
b2517,2643129,2644283
b4001,4200566,4201261
b3045,3186510,3187415
b4064,4278479,4279828
b3856,4040906,4041433
b0503,530132,531226
b3688,3867728,3868060
b2113,2193059,2194168
b2493,2614820,2615881
b2607,2744572,2745339
b3570,3736353,3737177
b1403,1468784,1469149
b0463,484426,485619
b3056,3201891,3203129
b4493,1489713,1490713
b2327,2444751,2445560
b1958,2028449,2029366
b2791,2923002,2923784
b4497,2052276,2053328
b4216,4438708,4439262
b0373,392602,392901
b4138,4365472,4366773
b0948,1007844,1009952
b4236,4459488,4459855
b3376,3504935,3506020
b0117,129407,131260
b3497,3642380,3643132
b3097,3248969,3249337
b0016,15445,16557
b0112,120178,121551
b3179,3327035,3327664
b4668,2153681,2153737
b2846,2987536,2988168
b0572,595600,596973
b0406,426137,427264
b2456,2571763,2572050
b2492,2613934,2614782
b2532,2662583,2663323
b0461,480334,480708
b1983,2056858,2057574
b3173,3319988,3321613
b0661,693531,694955
b1706,1789808,1791244
b4294,4518527,4518802
b1690,1771071,1772285
b0921,973537,974322
b2896,3040416,3040823
b1452,1523307,1524368
b0815,851014,852597
b0144,159186,160112
b2115,2196474,2197298
b0926,983075,983623
b2861,2997235,2997600
b0842,883673,884905
b4494,1803094,1804993
b3704,3884493,3884852
b4667,2153349,2153408
b0601,634747,635376
b0489,514856,515773
b4166,4392928,4394067
b4576,4518721,4519224
b4705,852869,852997
b0360,381351,381716
b3691,3870438,3871730
b4488,3950560,3952204
b2324,2441764,2443770
b4664,3194766,3194825
b4506,312374,312514
b3103,3252304,3252669
b2183,2279788,2280483
b4500,2329798,2334402
b2244,2356904,2357803
b4710,257923,258426
b0478,501562,503238
b2380,2498671,2500368
b4540,2101396,2101744
b3247,3396326,3397795
b4559,4352908,4353081
b2119,2204596,2205684
b2323,2440385,2441605
b0737,775153,775845
b0143,157729,159126
b4490,1081356,1082185
b3920,4111615,4112214
b3579,3746094,3747080
b1288,1350251,1351039
b3344,3474973,3475332
b3262,3411653,3412537
b0210,231926,232549
b1093,1150670,1151404
b0987,1049439,1049744
b1870,1952702,1953445
b4575,4499593,4500791
b1214,1267320,1268129
b2077,2161464,2162879
b4017,4220301,4222487
b3123,3270216,3270592
b4687,2700117,2700197
b1765,1848125,1848676
b1550,1637609,1637782
b0787,820793,821506
b4022,4230354,4231226
b4658,3146856,3147691
b4183,4411302,4411961
b2192,2289065,2290081
b1429,1500573,1501565
b3475,3612969,3613556
b3166,3311833,3312777
b4665,3056890,3056949
b3279,3429236,3429790
b3256,3405917,3407266
b3424,3560622,3561452
b2318,2434824,2435636
b3051,3192864,3194525
b1026,1094275,1095141
b3662,3840549,3841739
b1661,1741413,1742561
b4462,2786397,2788649
b3146,3292475,3293335
b4666,3195141,3195200
b2769,2894919,2895779
b2563,2700618,2700998
b4114,4333947,4335590
b1413,1483061,1486963
b2343,2460650,2460934
b0275,291071,291346
b3795,3980887,3982272
b0180,202101,202556
b2965,3107020,3109155
b2744,2869513,2870274
b1878,1962580,1962972
b1095,1151939,1153180
b2512,2637474,2638652
b2988,3136663,3138522
b4549,3366755,3366929
b1675,1754932,1755141
b0591,622300,623550
b1091,1148759,1149712
b0120,134788,135582
b1511,1598617,1600209
b1267,1324098,1324718
b0185,208621,209580
b1789,1874352,1874798
b2938,3083935,3085911
b0877,918128,919120
b3411,3543167,3544045
b2470,2587595,2590708
b0954,1015952,1016470
b1584,1656184,1656744
b0499,527949,528659
b2316,2433012,2433926
b4140,4368664,4369140
b0121,135598,136464
b4679,2228982,2229065
b4272,4498272,4498637
b2322,2438942,2440120
b1092,1149728,1150657
b2937,3082877,3083797
b0643,675018,675500
b3081,3231665,3233683
b2617,2753605,2753946
b0692,716946,718265
b3576,3743743,3744210
b2030,2101895,2102911
b1605,1679557,1680939
b1071,1129835,1130128
b3602,3776665,3777027
b1529,1618243,1618908
b2561,2698759,2699607
b3873,4061165,4062145
b0705,736900,737961
b0709,741075,742556
b0464,485761,486408
b3054,3199664,3200965
b3434,3575071,3575664
b3872,4060447,4061157
b3810,3995583,3996290
b0264,279178,279681
b2775,2900592,2901869
b1020,1084992,1086056
b2193,2290500,2291147
b1254,1312351,1312890
b1805,1888061,1889746
b2797,2929576,2930943
b2405,2521593,2522477
b4158,4385704,4386018
b4321,4549953,4551296
b2560,2697915,2698550
b3229,3376782,3377420
b3239,3385857,3386129
b4041,4254043,4256466
b1189,1237571,1238869
b3842,4024333,4024821
b2985,3133244,3133957
b3505,3652182,3653198
b3547,3710799,3712007
b1046,1106355,1107776
b3188,3334909,3335187
b2737,2862335,2863501
b0418,436589,437107
b3708,3888730,3890145
b0683,710200,710646
b2331,2448606,2449157
b1994,2066305,2067321
b2170,2263863,2265044
b1249,1307185,1308645
b3375,3504052,3504783
b1820,1904801,1905259
b3018,3162744,3163481
b0828,866568,867533
b2570,2707322,2707801
b1664,1744871,1746127
b3877,4065809,4067194
b4160,4389392,4390360
b1790,1874755,1875576
b1168,1217328,1218851
b4517,1052067,1052240
b1746,1828256,1829734
b1341,1406563,1407795
b0834,875335,876663
b3218,3365702,3366718
b1616,1692890,1694263
b0175,195677,196534
b0571,594760,595443
b3377,3506032,3507336
b0457,477067,478617
b3059,3204694,3205311
b1814,1896932,1898296
b2364,2476694,2477629
b4675,1878874,1878948
b1404,1469358,1470509
b1186,1233176,1234717
b1090,1147621,1148691
b3574,3741684,3742532
b2452,2566881,2568107
b0527,556032,556553
b2585,2722727,2724082
b1767,1850860,1851876
b2157,2248737,2249618
b3536,3696458,3698029
b0540,566842,567141
b1907,1989681,1990892
b1912,1992269,1992817
b3264,3412803,3413465
b0891,937372,937983
b4066,4281783,4283075
b0789,822498,823739
b1747,1829731,1830765
b4480,3947128,3947967
b1846,1929048,1929707
b0021,19811,20314
b4120,4343369,4344790
b4042,4256637,4257005
b0535,563848,564480
b1950,2022893,2023678
b1460,1531816,1532952
b0693,718262,720460
b4062,4277060,4277383
b3594,3766337,3767179
b2975,3119597,3121279
b1951,2023968,2024591
b3331,3462344,3462931
b0410,430605,430952
b1744,1825955,1826923
b2684,2810770,2811300
b4377,4612411,4613484
b2982,3130178,3131194
b2076,2158386,2161463
b4000,4200281,4200553
b2298,2417081,2418601
b4126,4351843,4352073
b0657,689343,690881
b2957,3099682,3100728
b1334,1398774,1399526
