locus,start,end
PA0138,157108,158031
PA0139,158199,158759
PA0140,158907,160469
PA0141,160555,161448
PA0142,161906,163252
PA0143,163363,164412
PA0144,164446,165069
PA0145,165222,165737
PA0146,165976,167070
PA0147,167146,168105
PA0148,168213,169160
PA0149,169361,169903
PA0150,169903,170895
PA0151,171047,173431
PA0152,173811,174635
PA0153,174773,175489
PA0154,175503,176105
PA0155,176315,177151
PA0156,177307,178455
PA0157,178455,179522
PA0158,179522,182566
PA0159,182768,183703
PA0160,183822,184004
PA0161,184287,184436
PA0162,184594,185925
PA0163,185960,186754
PA0164,186832,188445
PA0165,189120,189953
PA0166,190198,191601
PA0167,191697,192359
PA0168,192368,192955
PA0169,192968,193672
PA0170,193802,194179
PA0171,194209,194748
PA0172,194760,196748
PA0173,197014,198060
PA0174,198083,198682
PA0175,198691,199530
PA0176,199603,201639
PA0177,201678,202160
PA0178,202150,204066
PA0179,204097,204459
PA0180,204660,205829
PA0181,206025,206954
PA0182,207071,207820
PA0183,207926,209533
PA0184,209624,210460
PA0185,210460,212073
PA0186,212340,213398
PA0187,213819,214631
PA0188,214631,215509
PA0189,215553,216908
PA0190,217156,217878
PA0191,217908,218822
PA0192,219172,221541
PA0193,221585,222484
PA0194,222555,223451
PA0195,224101,225216
PA0195,225295,225600
PA0196,225603,227036
PA0197,227382,228191
PA0198,228223,228939
PA0199,228944,229342
PA0200,229529,229738
PA0201,229954,230532
PA0202,230546,232000
PA0203,232069,233100
PA0204,233126,233932
PA0205,233932,234849
PA0206,234878,235987
PA0207,236218,237108
PA0208,237232,238893
PA0209,238896,239774
PA0210,239779,240075
PA0211,240071,240931
PA0212,240931,241734
PA0213,241753,242442
PA0214,242442,243371
PA0215,243431,243832
PA0216,243841,244602
PA0217,244693,245619
PA0218,245951,246868
PA0219,247219,248706
PA0220,248767,250197
PA0221,250231,251610
PA0222,251777,252832
PA0223,252916,253794
PA0224,253857,254636
PA0225,254791,255327
PA0226,255481,256329
PA0227,256329,257108
PA0228,257108,258310
PA0229,258463,259758
PA0230,259784,261160
PA0231,261179,261967
PA0232,261981,262379
PA0233,262557,263495
PA0234,263689,264519
PA0235,264967,266310
PA0236,266616,267392
PA0237,267638,268678
PA0238,268704,269516
PA0239,269669,270544
PA0240,270576,271838
PA0241,271907,273229
PA0242,273775,275676
PA0243,275772,276437
PA0244,276483,277334
PA0245,277334,277777
PA0246,277897,279399
PA0247,279577,280758
PA0248,280936,281799
PA0249,281802,282245
PA0250,282326,282757
PA0251,282915,283553
PA0252,283821,284105
PA0253,284200,284673
PA0254,284717,286204
PA0255,286341,287024
PA0256,287191,288120
PA0257,288387,289175
PA0258,289208,289390
PA0259,289565,291004
PA0260,291157,293304
PA0261,293304,293798
PA0262,293805,296861
PA0263,297046,297561
PA0264,299084,299497
PA0265,299522,300970
PA0266,301218,302495
PA0267,302824,304020
PA0268,304180,305598
PA0269,305725,306159
PA0270,306174,306578
PA0271,306615,306896
PA0272,306899,307828
PA0273,307881,309092
PA0274,309258,310025
PA0275,310137,310820
PA0276,310896,311408
PA0277,311454,312209
PA0278,312384,313133
PA0279,313227,313922
PA0280,313941,314927
PA0281,314934,315800
PA0282,315814,316629
PA0283,316794,317789
PA0284,317969,318148
PA0285,318315,320594
PA0286,320766,321941
PA0287,322175,323557
PA0288,323616,324569
PA0289,324625,325584
PA0290,325700,326668
PA0291,327284,328663
PA0292,328804,329907
PA0293,329996,330871
PA0294,331037,331699
PA0295,331765,332823
PA0296,333082,334455
PA0297,334734,335483
PA0298,335527,336882
PA0299,336951,338318
PA0300,338437,339537
PA0301,339959,341053
PA0302,341111,342262
PA0303,342292,343170
PA0304,343256,344122
PA0305,344306,346690
PA0306,346801,347850
PA0307,348443,349051
PA0308,349050,350066
PA0309,350092,350841
PA0310,350890,351585
PA0311,351613,352164
PA0312,352430,352921
PA0313,352930,353619
PA0314,353694,354461
PA0315,354754,355188
PA0316,355251,356477
PA0317,356681,358072
PA0318,358167,358829
PA0319,358931,359917
PA0320,359982,360329
PA0321,360416,361447
PA0322,361466,362857
PA0323,363281,364321
PA0324,364372,365157
PA0325,365157,366083
PA0326,366083,367129
PA0327,367457,368419
PA0328,368465,370405
PA0329,370709,371038
PA0330,371165,371833
PA0331,372091,373602
PA0332,373725,374189
PA0333,374243,375511
PA0334,375954,377189
PA0335,377242,377892
PA0336,378096,378572
PA0337,378598,380874
PA0338,380903,382030
PA0339,382040,382792
PA0340,382914,383714
PA0341,383727,384524
PA0342,384733,385524
PA0343,385557,386351
PA0344,386389,387765
PA0345,387761,389143
PA0346,389334,389693
PA0347,389736,390884
PA0348,391094,392185
PA0349,392185,393222
PA0350,393308,393811
PA0351,393833,394303
PA0352,394445,395827
PA0353,396060,397895
PA0354,398227,399420
PA0355,399496,400032
PA0356,400248,401069
PA0357,401131,401940
PA0358,402020,402595
PA0359,402681,403022
PA0360,403295,404278
PA0361,404389,406119
PA0362,406250,406498
PA0363,406622,407098
PA0364,407253,408845
PA0365,408904,409449
PA0366,409507,410934
PA0367,411224,411868
PA0368,412332,413327
PA0369,413367,413654
PA0370,413936,414529
PA0371,414532,416016
PA0372,416012,417406
PA0373,417527,418891
PA0374,418891,419559
PA0375,419562,420566
PA0376,420683,421534
PA0377,421602,422204
PA0378,422215,422943
PA0379,422980,423354
PA0380,423460,423657
PA0381,423719,424513
PA0382,424670,425338
PA0383,425504,426847
PA0384,426866,427120
PA0385,427185,427505
PA0386,427589,428740
PA0387,428864,429454
PA0388,429454,429870
PA0389,430005,430622
PA0390,430633,431769
PA0391,431861,433825
PA0392,434229,434819
PA0393,434833,435651
PA0394,435666,436355
PA0395,436570,437601
PA0396,437782,438927
PA0397,438941,439837
PA0398,439991,440392
PA0399,440638,442008
PA0400,442008,443189
PA0401,443422,444690
PA0402,444690,445691
PA0403,445718,446227
PA0404,446342,446773
PA0405,446776,447342
PA0406,447394,448350
PA0407,448434,449384
PA0408,449639,450043
PA0409,450093,450455
PA0410,450509,451042
PA0411,451130,453175
PA0412,453239,454111
PA0413,454126,461541
PA0414,461537,462565
PA0415,462565,463068
PA0416,463079,463870
PA0417,463949,464557
PA0418,464571,465983
PA0419,466021,466740
PA0420,466836,468236
PA0421,468410,469897
PA0422,470081,470647
PA0423,470662,471234
PA0424,471309,471749
PA0425,472024,473172
PA0426,473191,476328
PA0427,476333,477787
PA0428,477889,479805
PA0429,480059,481126
PA0430,481199,482068
PA0431,482114,482665
PA0432,482709,484115
PA0433,484404,484835
PA0434,484964,487153
PA0435,487167,488642
PA0436,488730,489347
PA0437,489390,490658
PA0438,490651,491898
PA0439,492083,493357
PA0440,493357,494721
PA0441,494819,496255
PA0442,496365,496478
PA0443,496871,498358
PA0444,498420,499700
PA0445,500107,501120
PA0446,501379,502599
PA0447,502722,503900
PA0448,504121,505026
PA0449,505047,505583
PA0450,505632,507251
PA0451,507631,508959
PA0452,508959,509750
PA0453,509828,510499
PA0454,510592,512790
PA0455,513054,514427
PA0456,514775,514981
PA0457,515135,515656
PA0457,515656,516027
PA0458,516032,517462
PA0459,518083,520632
PA0460,520737,521312
PA0461,521633,522517
PA0462,522465,523166
PA0463,523254,523940
PA0464,523943,525364
PA0465,525469,526824
PA0466,526877,527176
PA0467,527327,527944
PA0468,527966,528913
PA0469,528999,529853
PA0470,530032,532437
PA0471,532544,533512
PA0472,533512,534027
PA0473,534196,534942
PA0474,535085,535486
PA0475,535539,536105
PA0476,536145,537869
PA0477,538220,539143
PA0478,539231,539704
PA0479,539788,540735
PA0480,540839,541633
PA0481,541679,542119
PA0482,542173,544347
PA0483,544654,545094
PA0484,545129,545641
PA0485,546337,547230
PA0486,547435,548406
PA0487,548471,549226
PA0488,549297,549614
PA0489,549659,550381
PA0490,550523,550813
PA0491,550870,551793
PA0492,551911,552666
PA0493,552746,552991
PA0494,553005,554378
PA0495,554383,555258
PA0496,555251,556225
PA0497,556278,557276
PA0498,557357,558361
PA0499,558380,559078
PA0500,559644,560699
PA0501,560808,562010
PA0502,562006,562725
PA0503,562721,563542
PA0504,563549,564232
PA0505,564344,564571
PA0506,564914,566716
PA0507,566932,568725
PA0508,569002,570777
PA0509,571114,572592
PA0510,572586,573422
PA0511,573436,574596
PA0512,574593,575105
PA0513,575083,575523
PA0514,575519,576040
PA0515,576040,576489
PA0516,576501,577676
PA0517,577676,578032
PA0518,578032,578343
PA0519,578397,580100
PA0520,580316,581095
PA0521,581133,581657
PA0522,581668,581922
PA0523,582015,582452
PA0524,582455,583852
PA0525,583857,585692
PA0526,585705,585896
PA0527,585983,586663
PA0528,587020,587895
PA0529,587997,588695
PA0530,588924,590102
PA0531,590105,590818
PA0532,590899,591402
PA0533,591445,592932
PA0534,593273,594559
PA0535,594580,595131
PA0536,595248,596270
PA0537,596277,596882
PA0538,596973,597479
PA0539,597708,598535
PA0540,598608,598991
PA0541,599107,599562
PA0542,599760,600176
PA0543,600426,601391
PA0544,601401,602141
PA0545,602346,603647
PA0546,603709,604896
PA0547,604915,605913
PA0548,606160,608154
PA0549,608157,609218
PA0550,609205,609999
PA0551,610214,611272
PA0552,611281,612441
PA0553,612517,612714
PA0554,612877,613215
PA0555,613338,614399
PA0556,614468,614947
PA0557,614955,615608
PA0558,615607,616371
PA0559,616374,617549
PA0560,617662,618147
PA0561,618176,619327
PA0562,619335,620006
PA0563,620138,620488
PA0564,620669,621577
PA0565,621695,622030
PA0566,622026,622538
PA0567,622726,622881
PA0568,622897,623352
PA0569,623371,623838
PA0570,623855,624199
PA0571,624192,624803
PA0572,624997,627765
PA0573,628338,628670
PA0574,628766,629884
PA0575,630530,634264
PA0576,634374,636224
PA0577,636307,638298
PA0578,638384,638830
PA0579,638903,639115
PA0580,639316,640338
PA0581,640423,640989
PA0582,641073,641423
PA0583,641417,641956
PA0584,641935,643164
PA0585,643211,643714
PA0586,643811,645361
PA0587,645361,646629
PA0588,646733,648652
PA0589,648934,649263
PA0590,649310,650158
PA0591,650161,650538
PA0592,650578,651381
PA0593,651500,652483
PA0594,652483,653772
PA0595,653756,656527
PA0596,656654,657667
PA0597,657667,658338
PA0598,658343,659098
PA0599,659105,660163
PA0600,660315,662705
PA0601,662754,663383
PA0602,663515,664546
PA0603,664783,665889
PA0604,665948,666991
PA0605,667108,668352
PA0606,668461,669288
PA0607,669415,670086
PA0608,670089,670904
PA0609,670980,672455
PA0610,672780,673091
PA0611,673194,673961
PA0612,674419,674616
PA0613,674667,675023
PA0614,675390,675836
PA0615,675861,676373
PA0616,676373,676927
PA0617,677083,677406
PA0618,677406,678290
PA0619,678286,678816
PA0620,678821,680893
PA0621,680893,681348
PA0622,681394,682551
PA0623,682567,683067
PA0624,683085,683426
PA0625,683599,685833
PA0626,685846,686715
PA0627,686693,686896
PA0628,686957,687943
PA0629,687979,688605
PA0630,688605,688964
PA0631,688964,689218
PA0632,689236,689463
PA0633,689537,690028
PA0634,690043,690387
PA0635,690420,690671
PA0636,690721,692553
PA0637,692549,692887
PA0638,692898,693590
PA0639,693596,694363
PA0640,694421,695020
PA0641,695082,698693
PA0642,698932,699717
PA0643,699744,700832
PA0644,700835,701167
PA0645,701151,701378
PA0646,701477,702526
PA0647,702529,702828
PA0648,702828,703055
PA0649,703477,704079
PA0650,704084,705130
PA0651,705130,705963
PA0652,706031,706672
PA0653,706944,707363
PA0654,707686,708477
PA0655,708538,709182
PA0656,709285,709620
PA0657,709699,711177
PA0658,711223,712020
PA0659,712084,713157
PA0660,713282,714247
PA0661,714267,714686
PA0662,714977,716008
PA0663,716011,716727
PA0664,716731,717150
PA0665,717231,717578
PA0666,717638,718726
PA0667,718732,720072
PA0668,720357,721553
PA0669,727611,730703
PA0670,730682,732094
PA0671,732105,732653
PA0672,732959,733552
PA0673,733676,733993
PA0674,734159,734872
PA0675,734872,735414
PA0676,735487,736443
PA0677,736459,737097
PA0678,737084,737530
PA0679,737677,738105
PA0680,738114,738485
PA0681,738719,739165
PA0682,739176,740138
PA0683,740203,741345
PA0684,741335,741925
PA0685,741925,744333
PA0686,744333,745739
PA0687,745742,746953
PA0688,747470,748573
PA0689,748662,749771
PA0690,749957,762496
PA0691,762891,763490
PA0692,763657,765288
PA0693,765315,767159
PA0694,767173,767589
PA0695,767601,768344
PA0696,768415,770118
PA0697,770156,770815
PA0698,770847,771323
PA0699,771331,772272
PA0700,772275,772697
PA0701,772710,773693
PA0702,774419,775321
PA0703,775403,776716
PA0704,776790,778181
PA0705,778312,779208
PA0706,779466,780101
PA0707,780197,780973
PA0708,781262,782113
PA0709,782229,782522
PA0710,782570,782962
PA0711,783012,783515
PA0712,783579,783833
PA0713,784173,784463
PA0714,784698,785171
PA0715,785969,786922
PA0716,786928,788250
PA0717,789144,789353
PA0718,789360,789647
PA0719,789654,790028
PA0720,790166,790597
PA0721,790617,790706
PA0722,790722,790970
PA0723,790986,791231
PA0724,791370,792629
PA0725,792637,792990
PA0726,792997,794268
PA0727,794501,795790
PA0728,795793,796773
PA0729,797251,797595
PA0730,797928,798827
PA0731,799282,800016
PA0732,800099,801139
PA0733,801278,801967
PA0734,801970,802239
PA0735,802263,803075
PA0736,803075,804148
PA0737,804656,805108
PA0738,805228,805470
PA0739,805791,806702
PA0740,806805,808778
PA0741,808819,809457
PA0742,809577,809882
PA0743,810278,811171
PA0744,811286,812386
PA0745,812448,813263
PA0746,813332,814492
PA0747,814507,816012
PA0749,817082,817900
PA0750,818003,818695
PA0751,818828,819862
PA0752,819858,821372
PA0753,821386,821853
PA0754,821905,822885
PA0755,822918,824198
PA0756,824409,825077
PA0757,825073,826452
PA0758,826466,827299
PA0759,827403,828344
PA0760,828617,828868
PA0761,829279,830892
PA0762,831301,831879
PA0763,831914,832495
PA0764,832507,833454
PA0765,833454,833906
PA0766,833949,835370
PA0767,835523,837319
PA0768,837328,838179
PA0769,838351,838725
PA0770,838725,839411
PA0771,839407,840321
PA0772,840385,841083
PA0773,841079,841822
PA0774,841916,842881
PA0775,842881,843618
PA0776,843726,844295
PA0777,844430,845179
PA0778,845281,845682
PA0779,845796,848192
PA0780,848383,849132
PA0781,849259,851319
PA0782,851783,854962
PA0783,855277,856794
PA0784,856945,857871
PA0785,857998,858633
PA0786,858646,858948
PA0787,859007,860167
PA0788,860178,863300
PA0789,864095,865507
PA0790,865639,866451
PA0791,866558,867343
PA0792,867327,868808
PA0793,868946,870130
PA0794,870252,872855
PA0795,872989,874113
PA0796,874209,875102
PA0797,875116,875835
PA0798,875953,876600
PA0799,876620,878608
PA0800,879027,879557
PA0801,879557,881074
PA0802,881077,881397
PA0803,881486,881923
PA0804,881958,882776
PA0805,882992,883216
PA0806,883777,884169
PA0807,884799,885563
PA0808,885635,886105
PA0809,886163,887476
PA0810,887586,888284
PA0811,888318,889562
PA0812,889562,890854
PA0813,891145,892389
PA0814,892389,892820
PA0815,893041,893991
PA0816,893970,894851
PA0817,894952,895374
PA0818,895399,895668
PA0819,895824,896114
PA0820,896416,897225
PA0821,897338,898423
PA0822,898443,898886
PA0823,898911,899141
PA0824,899141,899656
PA0825,899833,900165
PA0826,900411,901046
PA0826,901749,901778
PA0827,901937,902812
PA0828,902900,903580
PA0829,903692,904630
PA0830,904771,905601
PA0831,905726,906742
PA0832,906847,907485
PA0833,907594,908304
PA0834,908380,909291
PA0835,909421,911532
PA0836,911598,912779
PA0837,913086,913568
PA0838,913777,914256
PA0839,914412,914999
PA0840,915043,916152
PA0841,916346,917302
PA0842,917312,918529
PA0843,918620,919240
PA0844,919261,921450
PA0845,921795,923804
PA0846,924185,924922
PA0847,925010,927214
PA0848,927147,927743
PA0849,927880,928827
PA0850,929084,929500
PA0851,929517,930476
PA0852,930656,931822
PA0853,932105,932725
PA0854,932721,934112
PA0855,934244,935260
PA0856,935427,935972
PA0857,935989,936291
PA0858,936459,937394
PA0859,937437,938036
PA0860,938032,939819
PA0861,940117,942570
PA0862,942648,943427
PA0863,943485,944441
PA0864,944727,945512
PA0865,945834,946904
PA0866,947205,948620
PA0867,948776,949156
PA0868,949280,949690
PA0869,949719,950648
PA0870,950965,952161
PA0871,952161,952514
PA0872,952622,953407
PA0873,953691,955247
PA0874,955459,955722
PA0875,955994,958186
PA0876,958406,959347
PA0877,959487,960380
PA0878,960497,961321
PA0879,961370,962527
PA0880,962545,962922
PA0881,962964,964313
PA0882,964372,965571
PA0883,965585,966409
PA0884,966526,967518
PA0885,967570,968205
PA0886,968205,969485
PA0887,969670,971622
PA0888,972166,972942
PA0889,973064,973750
PA0890,973770,974465
PA0891,974482,975591
PA0892,975613,976374
PA0893,976410,977396
PA0894,977423,977743
PA0895,977910,979127
PA0896,979329,980342
PA0897,980357,981376
PA0898,981422,982885
PA0899,982885,984228
PA0900,984245,984532
PA0901,984549,985544
PA0902,985692,986693
PA0903,986818,989439
PA0904,989590,990825
PA0905,991013,991195
PA0906,991833,992543
PA0907,992714,993241
PA0908,993409,993780
PA0909,993776,994048
PA0910,994143,994643
PA0911,994699,995148
PA0912,995175,995711
PA0913,996038,997483
PA0914,997539,997928
PA0915,997924,998382
PA0916,998447,999766
PA0917,1000013,1001914
PA0918,1001975,1002520
PA0919,1002684,1003964
PA0920,1003969,1006611
PA0921,1006860,1007216
PA0922,1007237,1007548
PA0923,1007950,1008996
PA0924,1009009,1010934
PA0925,1011050,1011454
PA0926,1011525,1011947
PA0927,1011986,1012972
PA0928,1012978,1015752
PA0929,1015938,1016654
PA0930,1016657,1017991
PA0931,1018230,1020455
PA0932,1020708,1021604
PA0933,1021616,1022965
PA0934,1023053,1025293
PA0935,1025401,1026228
PA0936,1026277,1027212
PA0937,1027445,1027981
PA0938,1028172,1029497
PA0939,1029828,1030151
PA0940,1030160,1030411
PA0941,1030426,1030656
PA0942,1030772,1031329
PA0943,1031389,1032102
PA0944,1032098,1032763
PA0945,1032766,1033824
PA0946,1034038,1035072
PA0947,1035277,1035978
PA0948,1036161,1036577
PA0949,1036582,1037175
PA0950,1037175,1037525
PA0951,1037650,1038882
PA0952,1039243,1039623
PA0953,1039968,1040429
PA0954,1040432,1040704
PA0955,1040727,1041680
PA0956,1041692,1043404
PA0957,1043512,1043916
PA0958,1043986,1045314
PA0959,1045832,1046458
PA0960,1046462,1046668
PA0961,1046723,1046911
PA0962,1047552,1048019
PA0963,1048459,1050231
PA0964,1050301,1051044
PA0965,1051132,1051653
PA0966,1051673,1052275
PA0967,1052289,1053344
PA0968,1053400,1053843
PA0969,1053848,1054540
PA0970,1054566,1055003
PA0971,1055009,1056049
PA0972,1056049,1057344
PA0973,1057400,1057903
PA0974,1057916,1058737
PA0975,1058812,1059603
PA0976,1059622,1060293
PA0977,1060513,1060833
PA0978,1061210,1062034
PA0979,1062064,1062369
PA0980,1062601,1062882
PA0981,1062921,1063541
PA0982,1064558,1065103
PA0983,1065138,1065422
PA0984,1065970,1066293
PA0985,1066324,1067817
PA0986,1068193,1068453
PA0987,1068489,1069328
PA0988,1069769,1070170
PA0989,1070297,1070854
PA0990,1071242,1071877
PA0991,1072462,1072836
PA0992,1073285,1073899
PA0993,1073960,1074670
PA0994,1074784,1077300
PA0995,1077386,1077904
PA0996,1078462,1080012
PA0997,1080009,1080857
PA0998,1080853,1081896
PA0999,1081942,1082952
PA1000,1082949,1083851
PA1001,1083972,1085561
PA1002,1085542,1086141
PA1003,1086100,1087095
PA1004,1087843,1088898
PA1005,1089013,1090443
PA1006,1090606,1090854
PA1007,1090891,1091961
PA1008,1092028,1092498
PA1009,1092513,1093067
PA1010,1093251,1094126
PA1011,1094147,1095334
PA1012,1095276,1096031
PA1013,1096063,1096770
PA1014,1097296,1098285
PA1015,1098331,1099128
PA1016,1099669,1100817
PA1017,1100930,1103074
PA1018,1103061,1103924
PA1019,1104009,1105361
PA1020,1105888,1106997
PA1021,1107000,1107758
PA1022,1107763,1108905
PA1023,1108949,1109863
PA1024,1109882,1110865
PA1025,1110947,1112194
PA1026,1112577,1113050
PA1027,1113129,1114715
PA1028,1114774,1116057
PA1029,1116213,1116497
PA1030,1116635,1117387
PA1031,1118158,1119516
PA1032,1119677,1122217
PA1033,1122343,1122981
PA1034,1123151,1123348
PA1035,1123359,1123850
PA1036,1124165,1124722
PA1037,1124848,1125465
PA1038,1125551,1125865
PA1039,1125868,1126338
PA1040,1126344,1126838
PA1041,1126969,1127598
PA1042,1127717,1128013
PA1043,1128009,1128815
PA1044,1128860,1129321
PA1045,1129451,1131592
PA1046,1131674,1133944
PA1047,1134024,1135199
PA1048,1135408,1136286
PA1049,1136388,1137032
PA1050,1137043,1138152
PA1051,1138314,1139669
PA1052,1139714,1140856
PA1053,1141268,1141729
PA1054,1142061,1144859
PA1055,1144862,1145197
PA1056,1145197,1146693
PA1057,1146693,1147214
PA1058,1147202,1147468
PA1059,1147468,1147812
PA1060,1147928,1148830
PA1061,1148844,1149938
PA1062,1149952,1150470
PA1063,1150470,1150718
PA1064,1150753,1151415
PA1065,1151435,1151905
PA1066,1151922,1152575
PA1067,1152624,1153535
PA1068,1153637,1155544
PA1069,1155584,1157875
PA1070,1157957,1158655
PA1071,1158661,1159425
PA1072,1159425,1160675
PA1073,1160675,1161595
PA1074,1161859,1162977
PA1075,1163276,1163590
PA1076,1163660,1164019
PA1077,1164275,1164679
PA1078,1164688,1165125
PA1079,1165141,1165851
PA1080,1165882,1167267
PA1081,1167488,1168234
PA1082,1168284,1169066
PA1083,1169115,1169807
PA1084,1169822,1170928
PA1085,1170942,1172141
PA1086,1172163,1174211
PA1087,1174240,1175556
PA1088,1175614,1176372
PA1089,1176380,1176979
PA1090,1176958,1177617
PA1091,1177613,1182694
PA1092,1183058,1184521
PA1093,1184603,1184971
PA1094,1185060,1186481
PA1095,1186606,1186983
PA1096,1187009,1187302
PA1097,1187587,1189056
PA1098,1189172,1190377
PA1099,1190385,1191803
PA1100,1192053,1192379
PA1101,1192405,1194198
PA1102,1194207,1195220
PA1103,1195225,1196028
PA1104,1196021,1197373
PA1105,1197390,1197830
PA1106,1197841,1198551
PA1107,1198753,1199946
PA1108,1200066,1201220
PA1109,1201310,1202086
PA1110,1202097,1202804
PA1111,1202917,1203537
PA1112,1203633,1204778
PA1113,1205771,1207534
PA1114,1207543,1207875
PA1115,1207982,1210303
PA1116,1210558,1211394
PA1117,1211410,1211781
PA1118,1211891,1212571
PA1119,1212720,1213223
PA1120,1213198,1214502
PA1121,1214505,1215074
PA1122,1215284,1215724
PA1123,1216123,1216440
PA1124,1216671,1218164
PA1125,1218181,1218930
PA1126,1218943,1219527
PA1127,1219624,1220610
PA1128,1220745,1221653
PA1129,1221691,1222095
PA1130,1222098,1223072
PA1131,1223063,1224328
PA1132,1224641,1225327
PA1133,1225343,1225690
PA1134,1225760,1226278
PA1135,1226430,1227302
PA1136,1227474,1228202
PA1137,1228215,1229198
PA1138,1229344,1230216
PA1139,1230310,1231155
PA1140,1231259,1232092
PA1141,1232232,1233131
PA1142,1233300,1234013
PA1143,1234098,1234748
PA1144,1234819,1236150
PA1145,1236644,1237543
PA1146,1237554,1238732
PA1147,1238837,1240324
PA1148,1240587,1242500
PA1149,1242753,1243118
PA1150,1243594,1245660
PA1151,1245665,1245925
PA1152,1246444,1246785
PA1153,1247935,1248486
PA1154,1249022,1249552
PA1155,1249910,1251154
PA1156,1251421,1254309
PA1157,1255042,1255749
PA1158,1256094,1257449
PA1159,1257772,1257978
PA1160,1258090,1258470
PA1161,1258491,1259291
PA1162,1259294,1260442
PA1163,1260560,1263166
PA1164,1263378,1264187
PA1165,1264194,1264919
PA1166,1265150,1265935
PA1167,1266111,1266779
PA1168,1267282,1267599
PA1169,1267680,1269734
PA1170,1269784,1270515
PA1171,1270972,1272165
PA1172,1272203,1272796
PA1173,1272810,1273298
PA1174,1273312,1275798
PA1175,1275798,1276124
PA1176,1276120,1276608
PA1177,1276620,1276784
PA1178,1277006,1277605
PA1179,1277688,1278362
PA1180,1278362,1279705
PA1181,1279810,1283169
PA1182,1283179,1284177
PA1183,1284513,1285820
PA1184,1285901,1286788
PA1185,1286990,1287616
PA1186,1287616,1288632
PA1187,1288737,1289873
PA1188,1289965,1291143
PA1189,1291151,1291645
PA1190,1291816,1292412
PA1191,1292574,1293164
PA1192,1293267,1294088
PA1193,1294138,1294806
PA1194,1294814,1296229
PA1195,1296337,1297098
PA1196,1297309,1298706
PA1197,1298722,1299489
PA1198,1299558,1300172
PA1199,1300258,1300788
PA1200,1300811,1301470
PA1201,1301484,1302395
PA1202,1302696,1303310
PA1203,1303457,1303861
PA1204,1303892,1304446
PA1205,1304476,1305420
PA1206,1305583,1306053
PA1207,1306059,1307897
PA1208,1308067,1309563
PA1209,1309586,1310518
PA1210,1310691,1311386
PA1211,1311507,1312139
PA1212,1312139,1313365
PA1213,1313365,1314321
PA1214,1314321,1315916
PA1215,1315919,1317202
