NP_391062_1	NC_000964.3	3266136	3265405
NP_389448_1	NC_000964.3	1637964	1640636
NP_388673_1	NC_000964.3	865204	866259
NP_389005_2	NC_000964.3	1199326	1200387
NP_389006_3	NC_000964.3	1200380	1203472
NP_389434_1	NC_000964.3	1622656	1623750
NP_389435_1	NC_000964.3	1623735	1626950
NP_389268_1	NC_000964.3	1451370	1453283
NP_391229_3	NC_000964.3	3440960	3438852
NP_390542_1	NC_000964.3	2724826	2723891
NP_388428_2	NC_000964.3	596001	595108
NP_388553_2	NC_000964.3	732954	736112
NP_391052_1	NC_000964.3	3259265	3258036
NP_391202_2	NC_000964.3	3409065	3408352
NP_391594_1	NC_000964.3	3809923	3809549
YP_054577_2	NC_000964.3	1409730	1407328
NP_387927_1	NC_000964.3	53515	54384
NP_391718_1	NC_000964.3	3939640	3938306
NP_388462_1	NC_000964.3	626621	626932
NP_388463_2	NC_000964.3	626932	627264
NP_388464_1	NC_000964.3	627283	628611
NP_391736_1	NC_000964.3	3960172	3959840
NP_391737_1	NC_000964.3	3961549	3960191
NP_391738_1	NC_000964.3	3961873	3961565
NP_388870_2	NC_000964.3	1062590	1063486
NP_391250_1	NC_000964.3	3460485	3459805
NP_391251_1	NC_000964.3	3461422	3460502
NP_391252_1	NC_000964.3	3462087	3461434
NP_391253_1	NC_000964.3	3463249	3462104
NP_391260_1	NC_000964.3	3468234	3467545
NP_391261_1	NC_000964.3	3469163	3468252
NP_391262_1	NC_000964.3	3469836	3469183
NP_391263_1	NC_000964.3	3471001	3469859
NP_388139_2	NC_000964.3	280085	281008
NP_390983_2	NC_000964.3	3185074	3183866
NP_390150_1	NC_000964.3	2378014	2377631
NP_390669_1	NC_000964.3	2852599	2852156
NP_390853_1	NC_000964.3	3046520	3045444
NP_390152_3	NC_000964.3	2380271	2379099
NP_388642_1	NC_000964.3	834382	835683
NP_391785_2	NC_000964.3	4010403	4011683
NP_390563_1	NC_000964.3	2745478	2744162
NP_391756_1	NC_000964.3	3979752	3981104
NP_388712_2	NC_000964.3	905815	906750
NP_390436_1	NC_000964.3	2640445	2639876
NP_388623_2	NC_000964.3	815939	814383
NP_389205_2	NC_000964.3	1390451	1388808
NP_389204_1	NC_000964.3	1388833	1388069
NP_388026_2	NC_000964.3	150442	151287
NP_388027_1	NC_000964.3	151302	152132
NP_388028_2	NC_000964.3	152129	152926
NP_388477_1	NC_000964.3	646581	647093
NP_391551_1	NC_000964.3	3773349	3772324
NP_388865_1	NC_000964.3	1057679	1059184
NP_390428_2	NC_000964.3	2630856	2629717
NP_389417_2	NC_000964.3	1606559	1607353
NP_389597_2	NC_000964.3	1792011	1792760
NP_391745_1	NC_000964.3	3969603	3968716
NP_391493_1	NC_000964.3	3721414	3722007
NP_391494_1	NC_000964.3	3722004	3722540
NP_388825_2	NC_000964.3	1021056	1022156
NP_390792_1	NC_000964.3	2982268	2981150
NP_388869_3	NC_000964.3	1061490	1062257
NP_391004_2	NC_000964.3	3212432	3210444
NP_391596_1	NC_000964.3	3812299	3810692
NP_388511_1	NC_000964.3	685002	683461
NP_388277_2	NC_000964.3	448425	446800
NP_391230_2	NC_000964.3	3443528	3441120
NP_391752_1	NC_000964.3	3975090	3973363
NP_391753_1	NC_000964.3	3976790	3975087
NP_388219_1	NC_000964.3	367984	367304
NP_391827_1	NC_000964.3	4058777	4058028
NP_391829_1	NC_000964.3	4060281	4059487
NP_390837_1	NC_000964.3	3028101	3026956
NP_390875_1	NC_000964.3	3066450	3067385
NP_390603_1	NC_000964.3	2786139	2785000
NP_391022_1	NC_000964.3	3228777	3229940
NP_389070_1	NC_000964.3	1259605	1260777
NP_389758_1	NC_000964.3	2045928	2046806
NP_391280_1	NC_000964.3	3488951	3489868
NP_390604_1	NC_000964.3	2787064	2786141
NP_390949_2	NC_000964.3	3139430	3140761
NP_390950_1	NC_000964.3	3140805	3141845
NP_391754_1	NC_000964.3	3977806	3976790
NP_391755_1	NC_000964.3	3979196	3977790
NP_391693_1	NC_000964.3	3914688	3914314
NP_391694_1	NC_000964.3	3915304	3914690
NP_391695_1	NC_000964.3	3917267	3915318
NP_391696_2	NC_000964.3	3918260	3917295
NP_390408_1	NC_000964.3	2611336	2610926
NP_390611_1	NC_000964.3	2792852	2792217
NP_391098_1	NC_000964.3	3308230	3307016
NP_391781_2	NC_000964.3	4005751	4006944
NP_391820_2	NC_000964.3	4051520	4050339
NP_390170_1	NC_000964.3	2396718	2396044
NP_389907_1	NC_000964.3	2172731	2171400
NP_391143_1	NC_000964.3	3353906	3352788
NP_389175_2	NC_000964.3	1360400	1361224
NP_390126_1	NC_000964.3	2357072	2355879
NP_389049_1	NC_000964.3	1243734	1244843
NP_388443_1	NC_000964.3	608074	606698
NP_390219_1	NC_000964.3	2438265	2436946
NP_391097_1	NC_000964.3	3306893	3306039
NP_388964_1	NC_000964.3	1163147	1164160
NP_390803_1	NC_000964.3	2996848	2995907
NP_390207_1	NC_000964.3	2429584	2428388
NP_390091_1	NC_000964.3	2322963	2321971
NP_390093_1	NC_000964.3	2324574	2323600
NP_389450_2	NC_000964.3	1641948	1642562
NP_387896_1	NC_000964.3	23768	23145
NP_388257_1	NC_000964.3	426576	427259
NP_388793_1	NC_000964.3	986812	985733
NP_389332_1	NC_000964.3	1518332	1519618
NP_390843_1	NC_000964.3	3035434	3033695
NP_391031_1	NC_000964.3	3238750	3239457
NP_390070_2	NC_000964.3	2302437	2300761
NP_391822_1	NC_000964.3	4053319	4052378
NP_391080_2	NC_000964.3	3292295	3291510
NP_391078_1	NC_000964.3	3290259	3288640
NP_390130_1	NC_000964.3	2360142	2359339
NP_389559_1	NC_000964.3	1748367	1749239
NP_390064_1	NC_000964.3	2297108	2296602
NP_391956_1	NC_000964.3	4186607	4187173
NP_390686_1	NC_000964.3	2866603	2865311
NP_387959_1	NC_000964.3	86586	86948
NP_389436_1	NC_000964.3	1626947	1627717
NP_389437_1	NC_000964.3	1627717	1628652
NP_389433_2	NC_000964.3	1621373	1622659
NP_390151_1	NC_000964.3	2379099	2378011
NP_390189_1	NC_000964.3	2413472	2412705
NP_390327_1	NC_000964.3	2540200	2539754
NP_391847_1	NC_000964.3	4074809	4073973
NP_389176_1	NC_000964.3	1361241	1362167
NP_389177_1	NC_000964.3	1362173	1363135
NP_389178_1	NC_000964.3	1363140	1364147
NP_389179_2	NC_000964.3	1364150	1365799
NP_389245_1	NC_000964.3	1429583	1430119
NP_389242_2	NC_000964.3	1427060	1428277
NP_390308_2	NC_000964.3	2526678	2525788
NP_390169_1	NC_000964.3	2395811	2394663
NP_390395_2	NC_000964.3	2596534	2597478
NP_390183_1	NC_000964.3	2408411	2406921
NP_390248_1	NC_000964.3	2463223	2462192
NP_390784_1	NC_000964.3	2971514	2970921
NP_389327_1	NC_000964.3	1514051	1514962
NP_389394_1	NC_000964.3	1577408	1578304
NP_391473_1	NC_000964.3	3702392	3703273
NP_391474_1	NC_000964.3	3703270	3703665
NP_391475_1	NC_000964.3	3703681	3705162
NP_391476_1	NC_000964.3	3705164	3706132
NP_391477_1	NC_000964.3	3706144	3707061
NP_391821_2	NC_000964.3	4052272	4051601
NP_390259_1	NC_000964.3	2471780	2471001
NP_391733_2	NC_000964.3	3956491	3957249
NP_387909_2	NC_000964.3	39158	39796
NP_391587_1	NC_000964.3	3802991	3802404
NP_391819_2	NC_000964.3	4050309	4049008
NP_389649_1	NC_000964.3	1900079	1900513
NP_389883_1	NC_000964.3	2159695	2159267
NP_389537_2	NC_000964.3	1722870	1724021
NP_390307_1	NC_000964.3	2525613	2523712
NP_389704_1	NC_000964.3	1952009	1951227
NP_390732_1	NC_000964.3	2917941	2917165
NP_390092_1	NC_000964.3	2323598	2323008
NP_391270_1	NC_000964.3	3477846	3476554
NP_389104_1	NC_000964.3	1292556	1293734
NP_391944_1	NC_000964.3	4178144	4177755
NP_391824_1	NC_000964.3	4055465	4054353
NP_388935_2	NC_000964.3	1128313	1127465
NP_391834_1	NC_000964.3	4064495	4063683
NP_389186_2	NC_000964.3	1372034	1372552
NP_388908_2	NC_000964.3	1100979	1102520
NP_388917_1	NC_000964.3	1111917	1110478
NP_389707_1	NC_000964.3	1956173	1954524
NP_390734_1	NC_000964.3	2920327	2918645
NP_390731_1	NC_000964.3	2917150	2916377
NP_390730_1	NC_000964.3	2916341	2915364
NP_391599_1	NC_000964.3	3816498	3814381
NP_389600_3	NC_000964.3	1807920	1821536
NP_389598_3	NC_000964.3	1792805	1807936
NP_391593_1	NC_000964.3	3809368	3808511
NP_391846_1	NC_000964.3	4073952	4073080
NP_391590_1	NC_000964.3	3806054	3805089
NP_391899_2	NC_000964.3	4128118	4130043
NP_389098_1	NC_000964.3	1285590	1288547
NP_391552_1	NC_000964.3	3774153	3773365
NP_389739_2	NC_000964.3	2025399	2027441
NP_390600_1	NC_000964.3	2781208	2784150
NP_388766_2	NC_000964.3	964026	965156
NP_391972_1	NC_000964.3	4200942	4199842
NP_388042_2	NC_000964.3	181353	180343
NP_388043_1	NC_000964.3	182350	181346
NP_388044_1	NC_000964.3	183322	182369
NP_390670_1	NC_000964.3	2853946	2852660
NP_388288_3	NC_000964.3	457810	459024
NP_391895_1	NC_000964.3	4125591	4124962
NP_391705_1	NC_000964.3	3927931	3926681
NP_391706_1	NC_000964.3	3929107	3927950
NP_391707_2	NC_000964.3	3930549	3929104
NP_388725_1	NC_000964.3	920342	919365
NP_388726_1	NC_000964.3	920473	921474
NP_388727_1	NC_000964.3	921471	922502
NP_391173_1	NC_000964.3	3379938	3379111
NP_391683_2	NC_000964.3	3903648	3902209
NP_391817_1	NC_000964.3	4046502	4047461
NP_388815_1	NC_000964.3	1010444	1010968
NP_389300_2	NC_000964.3	1488412	1488867
NP_388429_1	NC_000964.3	596477	597097
NP_389549_1	NC_000964.3	1737833	1738783
NP_390301_1	NC_000964.3	2516439	2517557
NP_391690_1	NC_000964.3	3912225	3911476
NP_387958_1	NC_000964.3	85736	86593
NP_390369_1	NC_000964.3	2574322	2573759
NP_390598_1	NC_000964.3	2780261	2779461
NP_389322_1	NC_000964.3	1508329	1509240
NP_391141_1	NC_000964.3	3352095	3351109
NP_391137_1	NC_000964.3	3347904	3347050
NP_388094_2	NC_000964.3	231347	232966
NP_389323_1	NC_000964.3	1509255	1511162
NP_390582_1	NC_000964.3	2761059	2760232
NP_390583_1	NC_000964.3	2761889	2761080
NP_390584_1	NC_000964.3	2762394	2761906
NP_390585_1	NC_000964.3	2762834	2762394
NP_389194_2	NC_000964.3	1377242	1378144
NP_391184_1	NC_000964.3	3390411	3389023
NP_388328_1	NC_000964.3	500165	501430
NP_387931_1	NC_000964.3	56351	57721
NP_388608_1	NC_000964.3	798468	799232
NP_391663_1	NC_000964.3	3885978	3885238
NP_388751_3	NC_000964.3	943737	942448
NP_390690_1	NC_000964.3	2874171	2872879
NP_389689_1	NC_000964.3	1932500	1931919
NP_391139_1	NC_000964.3	3349702	3348824
NP_390164_1	NC_000964.3	2390187	2389150
NP_388811_2	NC_000964.3	1004974	1006641
NP_389196_2	NC_000964.3	1379604	1380851
NP_388118_1	NC_000964.3	257571	256822
NP_391382_1	NC_000964.3	3596542	3597270
NP_390266_2	NC_000964.3	2479155	2480624
NP_391013_2	NC_000964.3	3222082	3220730
NP_391033_1	NC_000964.3	3241084	3242616
NP_388618_1	NC_000964.3	809556	811445
NP_391034_1	NC_000964.3	3242609	3243655
NP_388133_2	NC_000964.3	274028	275560
NP_388130_2	NC_000964.3	270395	271762
NP_391699_1	NC_000964.3	3921809	3920637
NP_390908_1	NC_000964.3	3100880	3102178
NP_391342_1	NC_000964.3	3557670	3555901
NP_391698_2	NC_000964.3	3920633	3919092
NP_389700_1	NC_000964.3	1946701	1947594
NP_390963_1	NC_000964.3	3155552	3154734
NP_391447_1	NC_000964.3	3665628	3666506
NP_389118_1	NC_000964.3	1307445	1308713
NP_391937_1	NC_000964.3	4170044	4171351
NP_388117_1	NC_000964.3	256801	254906
NP_391274_1	NC_000964.3	3482704	3481697
NP_390780_1	NC_000964.3	2968053	2967031
NP_388533_2	NC_000964.3	708009	708596
NP_388105_1	NC_000964.3	243891	245045
NP_390335_1	NC_000964.3	2546875	2545409
NP_390336_2	NC_000964.3	2548214	2546868
NP_390337_2	NC_000964.3	2549332	2548244
NP_391159_1	NC_000964.3	3366505	3366122
NP_388059_1	NC_000964.3	200276	202078
NP_389723_1	NC_000964.3	2004676	2006439
NP_391571_1	NC_000964.3	3790436	3789189
NP_389833_1	NC_000964.3	2126183	2124849
NP_391887_1	NC_000964.3	4115710	4117056
NP_390972_1	NC_000964.3	3166130	3163734
NP_390105_1	NC_000964.3	2337438	2336932
NP_391892_1	NC_000964.3	4122848	4122618
NP_389272_1	NC_000964.3	1457186	1459285
NP_388131_2	NC_000964.3	271799	273166
NP_390127_1	NC_000964.3	2358210	2357077
NP_390973_1	NC_000964.3	3167571	3166117
NP_388933_1	NC_000964.3	1126327	1125122
NP_390974_1	NC_000964.3	3168599	3167568
NP_390975_1	NC_000964.3	3169765	3168623
NP_388077_1	NC_000964.3	216912	217631
NP_388241_2	NC_000964.3	409950	409207
NP_388242_1	NC_000964.3	410668	409964
NP_388243_2	NC_000964.3	411461	410655
NP_390620_1	NC_000964.3	2802357	2803085
NP_390621_1	NC_000964.3	2803107	2803928
NP_390622_1	NC_000964.3	2803989	2804639
NP_390623_1	NC_000964.3	2804656	2805312
NP_391289_1	NC_000964.3	3499256	3498351
NP_389628_1	NC_000964.3	1878424	1879758
NP_389115_1	NC_000964.3	1304441	1305460
NP_389195_2	NC_000964.3	1378495	1379592
NP_389729_1	NC_000964.3	2016847	2015732
NP_390177_2	NC_000964.3	2403349	2402066
NP_391659_2	NC_000964.3	3882013	3880739
NP_388125_1	NC_000964.3	265173	264190
NP_389366_1	NC_000964.3	1551384	1552313
NP_388531_2	NC_000964.3	705440	706870
NP_390558_1	NC_000964.3	2738307	2739104
NP_390717_2	NC_000964.3	2904034	2903216
NP_388541_1	NC_000964.3	718356	716779
NP_389726_2	NC_000964.3	2010052	2008571
NP_389727_2	NC_000964.3	2014631	2010069
NP_388116_1	NC_000964.3	254761	253517
NP_388903_1	NC_000964.3	1097848	1096559
NP_388794_1	NC_000964.3	986985	988376
NP_390695_1	NC_000964.3	2879132	2877765
NP_387973_1	NC_000964.3	111046	112497
NP_388315_1	NC_000964.3	488829	490553
NP_388096_1	NC_000964.3	235327	233993
NP_389582_1	NC_000964.3	1771516	1772694
NP_388180_2	NC_000964.3	321012	322268
NP_388181_1	NC_000964.3	322270	323118
NP_388182_1	NC_000964.3	323118	323999
NP_390885_1	NC_000964.3	3076817	3078355
NP_391140_1	NC_000964.3	3351028	3349760
NP_391760_1	NC_000964.3	3985229	3984132
NP_391138_1	NC_000964.3	3348820	3347918
NP_391884_2	NC_000964.3	4113220	4112072
NP_388188_2	NC_000964.3	330770	332395
NP_391299_1	NC_000964.3	3510779	3512470
NP_388809_1	NC_000964.3	1002500	1003324
NP_390746_1	NC_000964.3	2933184	2934596
NP_390747_1	NC_000964.3	2934593	2935927
NP_388810_2	NC_000964.3	1003343	1004833
NP_389590_1	NC_000964.3	1782712	1783389
NP_389789_1	NC_000964.3	2082453	2081752
NP_390359_1	NC_000964.3	2565557	2564922
NP_390528_2	NC_000964.3	2712241	2711108
NP_391950_1	NC_000964.3	4183297	4182635
NP_391716_1	NC_000964.3	3937134	3937514
NP_391093_2	NC_000964.3	3303041	3304021
NP_388517_2	NC_000964.3	692739	694280
NP_390267_2	NC_000964.3	2482158	2480749
NP_390450_1	NC_000964.3	2651379	2650486
NP_391888_1	NC_000964.3	4117079	4118485
NP_391886_1	NC_000964.3	4114140	4115681
NP_388095_1	NC_000964.3	233894	233013
NP_390298_2	NC_000964.3	2514899	2514168
NP_388961_1	NC_000964.3	1159921	1160745
NP_390073_1	NC_000964.3	2305034	2304552
NP_388853_1	NC_000964.3	1047071	1049092
NP_389029_1	NC_000964.3	1224532	1225449
NP_388216_2	NC_000964.3	364258	365172
NP_389258_1	NC_000964.3	1441290	1441787
NP_390159_1	NC_000964.3	2385354	2384782
NP_389042_1	NC_000964.3	1237005	1237640
NP_390638_2	NC_000964.3	2822732	2820528
NP_389200_1	NC_000964.3	1383146	1382676
NP_387949_1	NC_000964.3	76343	76885
NP_388518_1	NC_000964.3	694661	695983
NP_390877_1	NC_000964.3	3068907	3070205
NP_389112_1	NC_000964.3	1300449	1301870
NP_390296_2	NC_000964.3	2512835	2511972
NP_391163_2	NC_000964.3	3372393	3370024
NP_391347_1	NC_000964.3	3562182	3561589
NP_388123_1	NC_000964.3	262602	261655
NP_388669_1	NC_000964.3	862003	862473
NP_391709_1	NC_000964.3	3932189	3931371
NP_389641_3	NC_000964.3	1891665	1890511
NP_390365_2	NC_000964.3	2571570	2570605
NP_388467_1	NC_000964.3	630911	631810
NP_388498_1	NC_000964.3	670086	671048
NP_388956_1	NC_000964.3	1152243	1153148
NP_388680_2	NC_000964.3	871247	870387
NP_391814_1	NC_000964.3	4042050	4043576
NP_388122_1	NC_000964.3	261534	260122
NP_391818_2	NC_000964.3	4047537	4048964
NP_391371_1	NC_000964.3	3587553	3586270
NP_390840_1	NC_000964.3	3031613	3032419
NP_389243_1	NC_000964.3	1428274	1428981
NP_391020_1	NC_000964.3	3227580	3228401
